sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid
板橋,新北市,31,,良好,0.9,0.29,40,33,10,5,9,9.6,0.4,1.2,47,"2025-02-07 01:00",,0.4,6,11,0,121.458667,25.012972,6
土城,新北市,30,,良好,0.8,0.28,40,32,9,4,9,8.9,0.2,1.4,298,"2025-02-07 01:00",,0.4,7,13,0,121.451861,24.982528,5
新店,新北市,29,,良好,0.6,0.22,39,32,4,2,6,6.5,0.5,1,83,"2025-02-07 01:00",,0.3,6,11,0,121.537778,24.977222,4
萬里,新北市,47,,良好,1.1,0.2,51,52,21,6,2,3,0.5,0.3,348,"2025-02-07 01:00",,0.2,8,20,1,121.689881,25.179667,3
汐止,新北市,37,,良好,0.8,0.22,31,30,7,10,13,14.3,1.1,0.7,66,"2025-02-07 01:00",,0.2,9,12,0,121.64081,25.06624,2
基隆,基隆市,43,,良好,1.2,0.44,14,30,10,7,19,19.7,1,0.3,314,"2025-02-07 01:00",,0.3,7,9,1,121.760056,25.129167,1
屏東(枋山),屏東縣,43,,良好,0.5,0.24,43,47,17,8,5,5.7,0.3,2.2,82,"2025-02-07 00:00",,0.2,9,19,0,120.651472,22.260899,313
花蓮（美崙）,花蓮縣,39,,良好,0.2,0.17,38,43,3,2,4,4.5,0.2,2.8,32,"2025-02-07 00:00",,0.1,5,7,0,121.61575076,23.97709367,312
新北（樹林）,新北市,31,,良好,0.4,0.28,23,18,11,2,13,14.1,1,0.1,160,"2025-02-07 00:00",,0.4,7,15,0,121.38352778,24.94902778,311
台中市（和平區消防隊）,臺中市,95,細懸浮微粒,普通,0.2,0.36,22,26,34,28,7,7.8,0.6,0,14,"2025-02-07 00:00",,0.4,29,38,0,120.883858,24.174592,310
屏東（琉球）,屏東縣,113,細懸浮微粒,對敏感族群不健康,1.9,0.47,24,40,58,41,19,19.1,0.3,2.2,313,"2025-02-07 00:00",,0.4,36,54,2,120.37722,22.35222,204
臺南（麻豆）,臺南市,72,細懸浮微粒,普通,0.5,0.23,28,36,35,21,8,9.1,0.7,2.5,3,"2025-02-07 00:00",,0.2,20,39,1,120.24583056,23.17904722,203
高雄（湖內）,高雄市,93,細懸浮微粒,普通,2.1,0.35,17,33,48,29,22,22.9,1.1,0.9,35,"2025-02-07 00:00",,0.3,28,46,2,120.24535,22.87985556,202
宜蘭（頭城）,宜蘭縣,29,,良好,1.3,0.22,33,27,11,5,7,7.5,0.1,0.2,241,"2025-02-07 00:00",,0.2,7,12,1,121.82463916,24.85366672,201
員林,彰化縣,72,細懸浮微粒,普通,1.2,0.27,33,34,26,18,9,10.4,1,1.6,4,"2025-02-07 00:00",,0.3,20,34,2,120.5631893,23.9615945,139
大城,彰化縣,49,,良好,0.7,0.18,50,50,18,8,2,1.7,0.1,6.7,38,"2025-02-07 00:00",,0.1,12,23,0,120.26964167,23.85493056,85
富貴角,新北市,49,,良好,0,0.19,53,53,12,4,1,1.3,0.1,6.1,68,"2025-02-07 00:00",,0.1,6,17,0,121.53656894,25.29681695,84
麥寮,雲林縣,74,細懸浮微粒,普通,1.3,0.21,47,46,22,10,,,,5.5,358,"2025-02-07 00:00",,0.2,21,32,3,120.251825,23.753506,83
關山,臺東縣,29,,良好,1,0.2,30,32,21,8,3,3.3,0.5,1.4,358,"2025-02-07 00:00",,0.2,6,17,0,121.161933,23.045083,80
馬公,澎湖縣,49,,良好,1.1,0.25,49,49,13,11,3,3.4,0.2,4.9,32,"2025-02-07 00:00",,0.2,12,20,1,119.566158,23.569031,78
金門,金門縣,87,細懸浮微粒,普通,1.4,0.28,39,40,17,15,5,5.3,0.6,2.7,16,"2025-02-07 00:00",,0.3,26,33,2,118.312256,24.432133,77
馬祖,連江縣,81,細懸浮微粒,普通,0.6,0.32,48,46,26,16,4,4.7,0.9,2,342,"2025-02-07 00:00",,0.3,23,34,0,119.952724,26.153736,75
埔里,南投縣,122,細懸浮微粒,對敏感族群不健康,1.4,0.53,15,33,53,40,12,13.7,1.3,0.3,276,"2025-02-07 00:00",,0.5,39,54,1,120.967903,23.968842,72
復興,高雄市,106,細懸浮微粒,對敏感族群不健康,1.8,0.49,21,30,47,34,22,24.1,1.5,0.7,243,"2025-02-07 00:00",,0.6,32,49,2,120.312017,22.608711,71
永和,新北市,28,,良好,1,0.32,37,30,10,4,10,11.6,1.3,1.9,71,"2025-02-07 00:00",,0.4,7,13,1,121.516306,25.017,70
竹山,南投縣,108,細懸浮微粒,對敏感族群不健康,1.2,0.42,13,31,49,32,17,17.5,0.7,0.7,173,"2025-02-07 00:00",,0.4,33,49,1,120.677306,23.756389,69
中壢,桃園市,46,,良好,1.3,0.47,32,16,9,9,14,16.8,2.7,0.3,356,"2025-02-07 00:00",,0.9,12,16,1,121.221667,24.953278,68
三重,新北市,55,二氧化氮,普通,0.9,0.66,19,12,9,10,29,48,18.5,-,-,"2025-02-07 00:00",,0.9,11,15,1,121.493806,25.072611,67
冬山,宜蘭縣,33,,良好,0.6,0.19,22,20,8,7,3,3.7,0.8,1.5,293,"2025-02-07 00:00",,0.2,8,13,0,121.792928,24.632203,66
宜蘭,宜蘭縣,28,,良好,0.3,0.22,32,31,4,6,4,4.8,0.9,0.3,319,"2025-02-07 00:00",,0.2,6,6,0,121.746394,24.747917,65
陽明,臺北市,46,,良好,0.8,0.21,51,50,5,0,1,1.4,0.4,,,"2025-02-07 00:00",,0.2,0,3,1,121.529583,25.182722,64
花蓮,花蓮縣,29,,良好,0.5,0.38,17,32,13,6,13,13.5,0.8,0.7,19,"2025-02-07 00:00",,0.3,5,10,0,121.599769,23.971306,63
臺東,臺東縣,31,,良好,1.1,0.21,35,34,11,6,3,4.4,1.4,1.5,312,"2025-02-07 00:00",,0.2,6,12,1,121.15045,22.755358,62
恆春,屏東縣,44,,良好,0,0.18,42,48,14,6,2,2.1,0.6,8.5,26,"2025-02-07 00:00",,0.1,4,9,0,120.788928,21.958069,61
潮州,屏東縣,129,細懸浮微粒,對敏感族群不健康,0.4,0.42,20,44,64,45,11,11.1,0.5,1.1,35,"2025-02-07 00:00",,0.4,42,64,1,120.561175,22.523108,60
屏東,屏東縣,101,細懸浮微粒,對敏感族群不健康,1.5,0.38,29,42,58,40,13,13.3,0.4,0.9,351,"2025-02-07 00:00",,0.4,31,52,1,120.488033,22.673081,59
小港,高雄市,111,細懸浮微粒,對敏感族群不健康,3.8,0.52,21,30,57,37,26,26.7,0.2,1.7,346,"2025-02-07 00:00",,0.5,35,54,2,120.337736,22.565833,58
前鎮,高雄市,108,細懸浮微粒,對敏感族群不健康,1.8,0.51,21,28,59,40,22,23.6,1.4,2.7,21,"2025-02-07 00:00",,0.6,33,58,2,120.30833356,22.6044507,57
前金,高雄市,106,細懸浮微粒,對敏感族群不健康,1.4,0.38,23,28,48,33,20,19.7,0,3.6,350,"2025-02-07 00:00",,0.4,32,57,1,120.28676111,22.63390278,56
左營,高雄市,107,細懸浮微粒,對敏感族群不健康,1.1,0.37,26,36,52,29,16,16.9,0.6,2.1,353,"2025-02-07 00:00",,0.4,33,58,1,120.292917,22.674861,54
楠梓,高雄市,99,細懸浮微粒,普通,1.6,0.35,23,34,54,27,18,18.7,0.6,1,333,"2025-02-07 00:00",,0.3,30,56,2,120.328289,22.733667,53
林園,高雄市,119,細懸浮微粒,對敏感族群不健康,2.3,0.53,16,34,73,45,25,25.2,0.5,2.3,11,"2025-02-07 00:00",,0.4,38,65,2,120.41175,22.4795,52
大寮,高雄市,120,細懸浮微粒,對敏感族群不健康,2.6,0.37,28,30,60,34,14,14.4,0.4,1.8,339,"2025-02-07 00:00",,0.3,38,60,3,120.425311,22.56413611,51
鳳山,高雄市,113,細懸浮微粒,對敏感族群不健康,1.5,0.49,19,28,55,39,23,24.4,1.6,1,289,"2025-02-07 00:00",,0.6,36,58,1,120.357422,22.628126,50
仁武,高雄市,112,細懸浮微粒,對敏感族群不健康,1.7,0.38,21,30,53,34,22,22.6,1,2.3,335,"2025-02-07 00:00",,0.4,35,57,2,120.332631,22.689056,49
橋頭,高雄市,110,細懸浮微粒,對敏感族群不健康,1.5,0.34,24,33,39,31,16,16.2,0.7,2.4,10,"2025-02-07 00:00",,0.3,34,49,1,120.305689,22.757506,48
美濃,高雄市,96,細懸浮微粒,普通,0.8,0.36,18,30,46,29,10,10.1,0.5,0.8,214,"2025-02-07 00:00",,0.3,29,42,0,120.530542,22.883583,47
臺南,臺南市,78,細懸浮微粒,普通,1.4,0.24,31,38,33,20,10,11,1,2.5,6,"2025-02-07 00:00",,0.3,22,37,2,120.21947897,22.98928311,46
安南,臺南市,73,細懸浮微粒,普通,0.3,0.25,31,39,38,22,6,7.2,0.6,2.4,331,"2025-02-07 00:00",,0.2,20,35,1,120.2175,23.048197,45
